Method;Path;Version;Target Name;Target Path;Target Service;Name;Platform;Network;STATUS
GET;/customer/v3/address/accessPoint/*/port;3;TIBCO-SOA;/SOA/Enterprise/Address/GetCustomerAccessPointPort/1.0;GetCustomerAccessPointPort/1.0;customer-address;apigee-hybrid;private;available
PUT;/customer/v3/address/accessPoint/*/port;3;TIBCO-SOA;/SOA/Enterprise/Address/UpdateCustomerAccessPointPort/1.0;UpdateCustomerAccessPointPort/1.0;customer-address;apigee-hybrid;private;available
PUT;/customer/v3/address/accessPoint/*/port;3;TIBCO-SOA;/SOA/Enterprise/Address/UpdateCustomerAccessPointPort/1.0;UpdateCustomerAccessPointPort/1.0;customer-address;apigee-hybrid;public;available
GET;/customer/v3/address/accessPoint/refData;3;TIBCO-SOA;/SOA/Enterprise/Address/GetCustomerAccessPointRefData/1.0;GetCustomerAccessPointRefData/1.0;customer-address;apigee-hybrid;private;available
GET;/customer/v3/address/accessPoint/refData;3;TIBCO-SOA;/SOA/Enterprise/Address/GetCustomerAccessPointRefData/1.0;GetCustomerAccessPointRefData/1.0;customer-address;apigee-hybrid;public;available
GET;/customer/v1/address;1;TIBCO-SOA;/SOA/Enterprise/Address/GetAddress/1.0;GetAddress/1.0;customer-address;apigee-hybrid;private;deprecated
GET;/customer/v3/address;3;TIBCO-SOA;/SOA/Enterprise/Address/GetAddress/1.0;GetAddress/1.0;customer-address;apigee-hybrid;private;available
GET;/customer/v1/address;1;TIBCO-SOA;/SOA/Enterprise/Address/GetAddress/1.0;GetAddress/1.0;customer-address;apigee-hybrid;public;deprecated
GET;/customer/v3/address;3;TIBCO-SOA;/SOA/Enterprise/Address/GetAddress/1.0;GetAddress/1.0;customer-address;apigee-hybrid;public;available
GET;/customer/v1/address/availability;1;TIBCO-EIL;CRMService/Interface/Service.serviceagent/HTTPEndpoint;N/A;customer-address;apigee-hybrid;private;available
GET;/customer/v1/address/availability;1;TIBCO-EIL;CRMService/Interface/Service.serviceagent/HTTPEndpoint;N/A;customer-address;apigee-hybrid;public;available
POST;/customer/v1/address/search;1;TIBCO-SOA;/SOA/Enterprise/Address/SearchAddress/1.0;SearchAddress/1.0;customer-address;apigee-hybrid;public;deprecated
POST;/customer/v1/address/search;1;TIBCO-SOA;/SOA/Enterprise/Address/SearchAddress/1.0;SearchAddress/1.0;customer-address;apigee-hybrid;private;deprecated
POST;/customer/v3/address/search;3;TIBCO-SOA;/SOA/Enterprise/Address/SearchAddress/1.0;SearchAddress/1.0;customer-address;apigee-hybrid;private;available
POST;/customer/v3/address/search;3;TIBCO-SOA;/SOA/Enterprise/Address/SearchAddress/1.0;SearchAddress/1.0;customer-address;apigee-hybrid;public;available
POST;/customer/v1/address/resourceAccessPoint;1;TIBCO-SOA;/SOA/Enterprise/Address/CreateAddressLocationAccessPoint;CreateAddressLocationAccessPoint;customer-address;apigee-hybrid;public;deprecated
POST;/customer/v1/address/resourceAccessPoint;1;TIBCO-SOA;/SOA/Enterprise/Address/CreateAddressLocationAccessPoint;CreateAddressLocationAccessPoint;customer-address;apigee-hybrid;private;deprecated
POST;/customer/v1/address/*/resourceAccessPoint;1;TIBCO-SOA;/SOA/Enterprise/Address/SearchResourceAccessPoint/1.0;SearchResourceAccessPoint/1.0;customer-address;apigee-hybrid;private;deprecated
POST;/customer/v1/address/*/resourceAccessPoint;1;TIBCO-SOA;/SOA/Enterprise/Address/SearchResourceAccessPoint/1.0;SearchResourceAccessPoint/1.0;customer-address;apigee-hybrid;public;deprecated
GET;/customer/v1/balance/*/product/autoRefill;1;TIBCO-SOA;/SOA/Enterprise/Product/GetProductMaximumAutoRefill;GetProductMaximumAutoRefill;customer-balance;apigee-hybrid;public;available
GET;/customer/v1/balance/*/product/autoRefill;1;TIBCO-SOA;/SOA/Enterprise/Product/GetProductMaximumAutoRefill;GetProductMaximumAutoRefill;customer-balance;apigee-hybrid;private;available
PUT;/customer/v1/balance/product/autoRefill;1;TIBCO-SOA;/SOA/Enterprise/Product/UpdateProductMaximumAutoRefill;UpdateProductMaximumAutoRefill;customer-balance;apigee-hybrid;private;available
PUT;/customer/v1/balance/product/autoRefill;1;TIBCO-SOA;/SOA/Enterprise/Product/UpdateProductMaximumAutoRefill;UpdateProductMaximumAutoRefill;customer-balance;apigee-hybrid;public;available
GET;/customer/v1/balance/*/movement;1;TIBCO-SOA;/SOA/Enterprise/Balance/GetBalanceMovement/1.0;GetBalanceMovement/1.0;customer-balance;apigee-hybrid;private;available
GET;/customer/v1/balance/*/movement;1;TIBCO-SOA;/SOA/Enterprise/Balance/GetBalanceMovement/1.0;GetBalanceMovement/1.0;customer-balance;apigee-hybrid;public;available
GET;/customer/v1/balance/*/refill;1;TIBCO-SOA;/SOA/Enterprise/Balance/GetBalanceRefill;GetBalanceRefill;customer-balance;apigee-hybrid;public;available
GET;/customer/v1/balance/*/refill;1;TIBCO-SOA;/SOA/Enterprise/Balance/GetBalanceRefill;GetBalanceRefill;customer-balance;apigee-hybrid;private;available
GET;/customer/v1/balance/*/contract;1;TIBCO-SOA;/SONAECOM/CORP/Services/GetPHBalanceByContractDN;GetPHBalanceByContractDN;customer-balance;apigee-hybrid;private;available
GET;/customer/v1/balance/*/contract;1;TIBCO-SOA;/SONAECOM/CORP/Services/GetPHBalanceByContractDN;GetPHBalanceByContractDN;customer-balance;apigee-hybrid;public;available
GET;/customer/v1/balance/*/contract/resupply;1;TIBCO-SOA;/SONAECOM/CORP/Services/GetSmartResupplyBalanceByContractDN;GetSmartResupplyBalanceByContractDN;customer-balance;apigee-hybrid;private;available
GET;/customer/v1/balance/*/contract/resupply;1;TIBCO-SOA;/SONAECOM/CORP/Services/GetSmartResupplyBalanceByContractDN;GetSmartResupplyBalanceByContractDN;customer-balance;apigee-hybrid;public;available
POST;/customer/v1/balance/*/contract/resupply;1;TIBCO-SOA;/SONAECOM/CORP/Services/SetSmartResupplyBalanceByContractDN;SetSmartResupplyBalanceByContractDN;customer-balance;apigee-hybrid;private;available
POST;/customer/v1/balance/*/contract/resupply;1;TIBCO-SOA;/SONAECOM/CORP/Services/SetSmartResupplyBalanceByContractDN;SetSmartResupplyBalanceByContractDN;customer-balance;apigee-hybrid;public;available
GET;/customer/v1/billingAccount;1;TDV;/json/CRMCustomer/DigitalUser/GetBillingAccounts/v3_0;N/A;customer-billingAccount;apigee-hybrid;public;available
GET;/customer/v1/billingAccount;1;TDV;/json/CRMCustomer/DigitalUser/GetBillingAccounts/v3_0;N/A;customer-billingAccount;apigee-hybrid;private;available
GET;/customer/v1/billingAccount/*/alarm;1;TIBCO-SOA;/SOA/Enterprise/BillingAccount/GetAlarm;GetAlarm;customer-billingAccount;apigee-hybrid;public;deprecated
GET;/customer/v3/billingAccount/*/alarm;3;TIBCO-SOA;/SOA/Enterprise/BillingAccount/GetAlarm;GetAlarm;customer-billingAccount;apigee-hybrid;private;available
GET;/customer/v1/billingAccount/*/alarm;1;TIBCO-SOA;/SOA/Enterprise/BillingAccount/GetAlarm;GetAlarm;customer-billingAccount;apigee-hybrid;private;deprecated
GET;/customer/v3/billingAccount/*/alarm;3;TIBCO-SOA;/SOA/Enterprise/BillingAccount/GetAlarm;GetAlarm;customer-billingAccount;apigee-hybrid;public;available
PUT;/customer/v3/billingAccount/billingCycle/manage;3;TIBCO-SOA;/SONAECOM/CORP/Services/ManageBillingCycle;ManageBillingCycle;customer-billingAccount;apigee-hybrid;public;available
PUT;/customer/v3/billingAccount/billingCycle/manage;3;TIBCO-SOA;/SONAECOM/CORP/Services/ManageBillingCycle;ManageBillingCycle;customer-billingAccount;apigee-hybrid;private;available
POST;/customer/v3/billingAccount/category/search;3;TIBCO-SOA;/SOA/Enterprise/BillingAccount/SearchBillingAccountCategory/1.0;SearchBillingAccountCategory/1.0;customer-billingAccount;apigee-hybrid;public;available
POST;/customer/v3/billingAccount/category/search;3;TIBCO-SOA;/SOA/Enterprise/BillingAccount/SearchBillingAccountCategory/1.0;SearchBillingAccountCategory/1.0;customer-billingAccount;apigee-hybrid;private;available
POST;/customer/v1/billingAccount/category/search;1;TIBCO-SOA;/SOA/Enterprise/BillingAccount/SearchBillingAccountCategory/1.0;SearchBillingAccountCategory/1.0;customer-billingAccount;apigee-hybrid;private;deprecated
POST;/customer/v1/billingAccount/category/search;1;TIBCO-SOA;/SOA/Enterprise/BillingAccount/SearchBillingAccountCategory/1.0;SearchBillingAccountCategory/1.0;customer-billingAccount;apigee-hybrid;public;deprecated
GET;/customer/v1/billingAccount/*/dunning;1;TDV;/json/CRMCustomer/Entity/GetEntityAttributes/v1_0;N/A;customer-billingAccount;apigee-hybrid;private;available
GET;/customer/v1/billingAccount/*/dunning;1;TDV;/json/CRMCustomer/Entity/GetEntityAttributes/v1_0;N/A;customer-billingAccount;apigee-hybrid;public;available
GET;/customer/v3/billingAccount/*;3;TIBCO-SOA;/SOA/Enterprise/BillingAccount/GetBillingAccount/1.0;GetBillingAccount/1.0;customer-billingAccount;apigee-hybrid;public;available
GET;/customer/v3/billingAccount/*;3;TIBCO-SOA;/SOA/Enterprise/BillingAccount/GetBillingAccount/1.0;GetBillingAccount/1.0;customer-billingAccount;apigee-hybrid;private;available
POST;/customer/v3/billingAccount/search;3;TIBCO-SOA;/SOA/Enterprise/BillingAccount/SearchBillingAccount/3.0;SearchBillingAccount/3.0;customer-billingAccount;apigee-hybrid;public;available
POST;/customer/v3/billingAccount/search;3;TIBCO-SOA;/SOA/Enterprise/BillingAccount/SearchBillingAccount/3.0;SearchBillingAccount/3.0;customer-billingAccount;apigee-hybrid;private;available
POST;/customer/v1/billingAccount/search;1;TIBCO-SOA;/SOA/Enterprise/BillingAccount/SearchBillingAccount/3.0;SearchBillingAccount/3.0;customer-billingAccount;apigee-hybrid;public;deprecated
POST;/customer/v1/billingAccount/search;1;TIBCO-SOA;/SOA/Enterprise/BillingAccount/SearchBillingAccount/3.0;SearchBillingAccount/3.0;customer-billingAccount;apigee-hybrid;private;deprecated
PUT;/customer/v3/billingAccount/*;3;TIBCO-SOA;/SOA/Enterprise/BillingAccount/UpdateBillingAccount;UpdateBillingAccount;customer-billingAccount;apigee-hybrid;private;available
PUT;/customer/v3/billingAccount/*;3;TIBCO-SOA;/SOA/Enterprise/BillingAccount/UpdateBillingAccount;UpdateBillingAccount;customer-billingAccount;apigee-hybrid;public;available
GET;/customer/v3/billingAccount/dunning;3;TIBCO-SOA;/SOA/Enterprise/BillingAccount/GetDunningDetails;GetDunningDetails;customer-billingAccount;apigee-hybrid;private;available
GET;/customer/v3/billingAccount/dunning;3;TIBCO-SOA;/SOA/Enterprise/BillingAccount/GetDunningDetails;GetDunningDetails;customer-billingAccount;apigee-hybrid;public;available
GET;/customer/v1/billingAccount/dunning;1;TIBCO-SOA;/SOA/Enterprise/BillingAccount/GetDunningDetails;GetDunningDetails;customer-billingAccount;apigee-hybrid;public;deprecated
GET;/customer/v1/billingAccount/dunning;1;TIBCO-SOA;/SOA/Enterprise/BillingAccount/GetDunningDetails;GetDunningDetails;customer-billingAccount;apigee-hybrid;private;deprecated
GET;/customer/v3/billingAccount/*/financialMovement;3;TIBCO-SOA;/SOA/Enterprise/BillingAccount/GetFinancialMovement;GetFinancialMovement;customer-billingAccount;apigee-hybrid;public;available
GET;/customer/v1/billingAccount/financialMovement/*;1;TIBCO-SOA;/SOA/Enterprise/BillingAccount/GetFinancialMovement;GetFinancialMovement;customer-billingAccount;apigee-hybrid;public;deprecated
GET;/customer/v3/billingAccount/*/financialMovement;3;TIBCO-SOA;/SOA/Enterprise/BillingAccount/GetFinancialMovement;GetFinancialMovement;customer-billingAccount;apigee-hybrid;private;available
GET;/customer/v2/billingAccount/*/financialMovement;2;TIBCO-SOA;/SOA/Enterprise/BillingAccount/GetFinancialMovement;GetFinancialMovement;customer-billingAccount;apigee-hybrid;public;deprecated
GET;/customer/v2/billingAccount/*/financialMovement;2;TIBCO-SOA;/SOA/Enterprise/BillingAccount/GetFinancialMovement;GetFinancialMovement;customer-billingAccount;apigee-hybrid;private;deprecated
GET;/customer/v1/billingAccount/financialMovement/*;1;TIBCO-SOA;/SOA/Enterprise/BillingAccount/GetFinancialMovement;GetFinancialMovement;customer-billingAccount;apigee-hybrid;private;deprecated
GET;/customer/v3/billingAccount/financialMovement/*/relation;3;TIBCO-SOA;/SOA/Enterprise/BillingAccount/GetFinancialMovementRelation;GetFinancialMovementRelation;customer-billingAccount;apigee-hybrid;private;available
GET;/customer/v1/billingAccount/financialMovement/*/relation;1;TIBCO-SOA;/SOA/Enterprise/BillingAccount/GetFinancialMovementRelation;GetFinancialMovementRelation;customer-billingAccount;apigee-hybrid;private;deprecated
GET;/customer/v1/billingAccount/financialMovement/*/relation;1;TIBCO-SOA;/SOA/Enterprise/BillingAccount/GetFinancialMovementRelation;GetFinancialMovementRelation;customer-billingAccount;apigee-hybrid;public;deprecated
GET;/customer/v3/billingAccount/financialMovement/*/relation;3;TIBCO-SOA;/SOA/Enterprise/BillingAccount/GetFinancialMovementRelation;GetFinancialMovementRelation;customer-billingAccount;apigee-hybrid;public;available
POST;/customer/v3/billingAccount/occ;3;TIBCO-SOA;/SOA/Enterprise/BillingAccount/CreateOCC;CreateOCC;customer-billingAccount;apigee-hybrid;private;available
POST;/customer/v3/billingAccount/occ;3;TIBCO-SOA;/SOA/Enterprise/BillingAccount/CreateOCC;CreateOCC;customer-billingAccount;apigee-hybrid;public;available
GET;/customer/v2/customerBill/invoice/*/alarm;2;TIBCO-SOA;/SOA/Enterprise/Invoice/GetInvoiceAlarm/1.0;GetInvoiceAlarm/1.0;customer-customerBill;apigee-hybrid;public;available
GET;/customer/v1/customerBill/invoice/*/alarm;1;TIBCO-SOA;/SOA/Enterprise/Invoice/GetInvoiceAlarm/1.0;GetInvoiceAlarm/1.0;customer-customerBill;apigee-hybrid;private;deprecated
GET;/customer/v1/customerBill/invoice/*/alarm;1;TIBCO-SOA;/SOA/Enterprise/Invoice/GetInvoiceAlarm/1.0;GetInvoiceAlarm/1.0;customer-customerBill;apigee-hybrid;public;deprecated
GET;/customer/v2/customerBill/invoice/*/alarm;2;TIBCO-SOA;/SOA/Enterprise/Invoice/GetInvoiceAlarm/1.0;GetInvoiceAlarm/1.0;customer-customerBill;apigee-hybrid;private;available
GET;/customer/v2/customerBill/invoice/*/comparison;2;TIBCO-SOA;/SOA/Enterprise/Invoice/GetInvoiceComparison/1.0;GetInvoiceComparison/1.0;customer-customerBill;apigee-hybrid;private;available
GET;/customer/v1/customerBill/invoice/*/comparison;1;TIBCO-SOA;/SOA/Enterprise/Invoice/GetInvoiceComparison/1.0;GetInvoiceComparison/1.0;customer-customerBill;apigee-hybrid;private;deprecated
GET;/customer/v1/customerBill/invoice/*/comparison;1;TIBCO-SOA;/SOA/Enterprise/Invoice/GetInvoiceComparison/1.0;GetInvoiceComparison/1.0;customer-customerBill;apigee-hybrid;public;deprecated
GET;/customer/v2/customerBill/invoice/*/comparison;2;TIBCO-SOA;/SOA/Enterprise/Invoice/GetInvoiceComparison/1.0;GetInvoiceComparison/1.0;customer-customerBill;apigee-hybrid;public;available
GET;/customer/v2/customerBill/invoice/*;2;TIBCO-SOA;/SOA/Enterprise/Invoice/GetInvoiceDetail/1.0;GetInvoiceDetail/1.0;customer-customerBill;apigee-hybrid;public;available
GET;/customer/v2/customerBill/invoice/*;2;TIBCO-SOA;/SOA/Enterprise/Invoice/GetInvoiceDetail/1.0;GetInvoiceDetail/1.0;customer-customerBill;apigee-hybrid;private;available
GET;/customer/v1/customerBill/invoice/*;1;TIBCO-SOA;/SOA/Enterprise/Invoice/GetInvoiceDetail/1.0;GetInvoiceDetail/1.0;customer-customerBill;apigee-hybrid;public;deprecated
GET;/customer/v1/customerBill/invoice/*;1;TIBCO-SOA;/SOA/Enterprise/Invoice/GetInvoiceDetail/1.0;GetInvoiceDetail/1.0;customer-customerBill;apigee-hybrid;private;deprecated
GET;/customer/v2/customerBill/invoice/details;2;TIBCO-SOA;/SOA/Enterprise/BillingAccount/GetInvoicingDetails;GetInvoicingDetails;customer-customerBill;apigee-hybrid;private;available
GET;/customer/v2/customerBill/invoice/details;2;TIBCO-SOA;/SOA/Enterprise/BillingAccount/GetInvoicingDetails;GetInvoicingDetails;customer-customerBill;apigee-hybrid;public;available
GET;/customer/v2/customerBill/invoice;2;TIBCO-SOA;/SOA/Enterprise/Invoice/GetInvoiceSummary/1.0;GetInvoiceSummary/1.0;customer-customerBill;apigee-hybrid;public;available
GET;/customer/v2/customerBill/invoice;2;TIBCO-SOA;/SOA/Enterprise/Invoice/GetInvoiceSummary/1.0;GetInvoiceSummary/1.0;customer-customerBill;apigee-hybrid;private;available
GET;/customer/v1/customerBill/invoice;1;TIBCO-SOA;/SOA/Enterprise/Invoice/GetInvoiceSummary/1.0;GetInvoiceSummary/1.0;customer-customerBill;apigee-hybrid;private;deprecated
GET;/customer/v1/customerBill/invoice;1;TIBCO-SOA;/SOA/Enterprise/Invoice/GetInvoiceSummary/1.0;GetInvoiceSummary/1.0;customer-customerBill;apigee-hybrid;public;deprecated
GET;/customer/v2/customerInquiry/*;2;TIBCO-SOA;/SOA/Enterprise/CustomerInquiry/GetCustomerInquiry;GetCustomerInquiry;customer-customerInquiry;apigee-hybrid;private;deprecated
GET;/customer/v3/customerInquiry/*;3;TIBCO-SOA;/SOA/Enterprise/CustomerInquiry/GetCustomerInquiry;GetCustomerInquiry;customer-customerInquiry;apigee-hybrid;public;deprecated
GET;/customer/v3/customerInquiry/*;3;TIBCO-SOA;/SOA/Enterprise/CustomerInquiry/GetCustomerInquiry;GetCustomerInquiry;customer-customerInquiry;apigee-hybrid;private;deprecated
GET;/customer/v2/customerInquiry/*;2;TIBCO-SOA;/SOA/Enterprise/CustomerInquiry/GetCustomerInquiry;GetCustomerInquiry;customer-customerInquiry;apigee-hybrid;public;deprecated
GET;/customer/v3/customerInquiry/*/request;3;TIBCO-SOA;/SOA/Enterprise/CustomerInquiry/GetCustomerInquiryRequest;GetCustomerInquiryRequest;customer-customerInquiry;apigee-hybrid;private;deprecated
GET;/customer/v3/customerInquiry/*/request;3;TIBCO-SOA;/SOA/Enterprise/CustomerInquiry/GetCustomerInquiryRequest;GetCustomerInquiryRequest;customer-customerInquiry;apigee-hybrid;public;deprecated
PUT;/customer/v3/customerInquiry/*/request;3;TIBCO-SOA;/SOA/Enterprise/CustomerInquiry/UpdateCustomerInquiryRequest;UpdateCustomerInquiryRequest;customer-customerInquiry;apigee-hybrid;public;deprecated
PUT;/customer/v3/customerInquiry/*/request;3;TIBCO-SOA;/SOA/Enterprise/CustomerInquiry/UpdateCustomerInquiryRequest;UpdateCustomerInquiryRequest;customer-customerInquiry;apigee-hybrid;private;deprecated
POST;/customer/v3/customerInquiry/search;3;TIBCO-SOA;/SOA/Enterprise/CustomerInquiry/SearchCustomerInquiry;SearchCustomerInquiry;customer-customerInquiry;apigee-hybrid;public;deprecated
POST;/customer/v3/customerInquiry/search;3;TIBCO-SOA;/SOA/Enterprise/CustomerInquiry/SearchCustomerInquiry;SearchCustomerInquiry;customer-customerInquiry;apigee-hybrid;private;deprecated
PUT;/customer/v3/customerInquiry/*;3;TIBCO-SOA;/SOA/Enterprise/CustomerInquiry/UpdateCustomerInquiry;UpdateCustomerInquiry;customer-customerInquiry;apigee-hybrid;private;deprecated
PUT;/customer/v3/customerInquiry/*;3;TIBCO-SOA;/SOA/Enterprise/CustomerInquiry/UpdateCustomerInquiry;UpdateCustomerInquiry;customer-customerInquiry;apigee-hybrid;public;deprecated
POST;/customer/v1/customerInquiry/customerServiceModel/manage;1;TIBCO-SOA;/SONAECOM/CORP/Services/CustomerServiceModel;CustomerServiceModel;customer-customerInquiry;apigee-hybrid;private;deprecated
POST;/customer/v1/customerInquiry/customerServiceModel/manage;1;TIBCO-SOA;/SONAECOM/CORP/Services/CustomerServiceModel;CustomerServiceModel;customer-customerInquiry;apigee-hybrid;public;deprecated
POST;/customer/v3/customerInquiry/customerServiceModel/manage;3;TIBCO-SOA;/SONAECOM/CORP/Services/CustomerServiceModel;CustomerServiceModel;customer-customerInquiry;apigee-hybrid;public;deprecated
POST;/customer/v3/customerInquiry/customerServiceModel/manage;3;TIBCO-SOA;/SONAECOM/CORP/Services/CustomerServiceModel;CustomerServiceModel;customer-customerInquiry;apigee-hybrid;private;deprecated
POST;/customer/v3/customerInquiry/process;3;TIBCO-SOA;/SOA/Enterprise/Process/CreateProcess/1.0;CreateProcess/1.0;customer-customerInquiry;apigee-hybrid;private;deprecated
POST;/customer/v3/customerInquiry/process;3;TIBCO-SOA;/SOA/Enterprise/Process/CreateProcess/1.0;CreateProcess/1.0;customer-customerInquiry;apigee-hybrid;public;deprecated
POST;/customer/v2/customerInquiry/process;2;TIBCO-SOA;/SOA/Enterprise/Process/CreateProcess/1.0;CreateProcess/1.0;customer-customerInquiry;apigee-hybrid;public;deprecated
POST;/customer/v2/customerInquiry/process;2;TIBCO-SOA;/SOA/Enterprise/Process/CreateProcess/1.0;CreateProcess/1.0;customer-customerInquiry;apigee-hybrid;private;deprecated
POST;/customer/v1/customerInquiry/process/create;1;TIBCO-SOA;/SOA/Enterprise/Process/CreateProcess/1.0;CreateProcess/1.0;customer-customerInquiry;apigee-hybrid;private;deprecated
POST;/customer/v1/customerInquiry/process/create;1;TIBCO-SOA;/SOA/Enterprise/Process/CreateProcess/1.0;CreateProcess/1.0;customer-customerInquiry;apigee-hybrid;public;deprecated
GET;/customer/v2/customerInquiry/process/*;2;TIBCO-SOA;/SOA/Enterprise/Process/GetProcess/1.0;GetProcess/1.0;customer-customerInquiry;apigee-hybrid;public;deprecated
GET;/customer/v1/customerInquiry/*;1;TIBCO-SOA;/SOA/Enterprise/Process/GetProcess/1.0;GetProcess/1.0;customer-customerInquiry;apigee-hybrid;public;deprecated
GET;/customer/v1/customerInquiry/*;1;TIBCO-SOA;/SOA/Enterprise/Process/GetProcess/1.0;GetProcess/1.0;customer-customerInquiry;apigee-hybrid;private;deprecated
GET;/customer/v2/customerInquiry/process/*;2;TIBCO-SOA;/SOA/Enterprise/Process/GetProcess/1.0;GetProcess/1.0;customer-customerInquiry;apigee-hybrid;private;deprecated
GET;/customer/v3/customerInquiry/process/*;3;TIBCO-SOA;/SOA/Enterprise/Process/GetProcess/1.0;GetProcess/1.0;customer-customerInquiry;apigee-hybrid;public;deprecated
GET;/customer/v3/customerInquiry/process/*;3;TIBCO-SOA;/SOA/Enterprise/Process/GetProcess/1.0;GetProcess/1.0;customer-customerInquiry;apigee-hybrid;private;deprecated
POST;/customer/v3/customerInquiry/process/search;3;TIBCO-SOA;/SOA/Enterprise/Process/SearchProcess/1.0;SearchProcess/1.0;customer-customerInquiry;apigee-hybrid;private;deprecated
POST;/customer/v1/customerInquiry/process/search;1;TIBCO-SOA;/SOA/Enterprise/Process/SearchProcess/1.0;SearchProcess/1.0;customer-customerInquiry;apigee-hybrid;public;deprecated
POST;/customer/v3/customerInquiry/process/search;3;TIBCO-SOA;/SOA/Enterprise/Process/SearchProcess/1.0;SearchProcess/1.0;customer-customerInquiry;apigee-hybrid;public;deprecated
POST;/customer/v1/customerInquiry/process/search;1;TIBCO-SOA;/SOA/Enterprise/Process/SearchProcess/1.0;SearchProcess/1.0;customer-customerInquiry;apigee-hybrid;private;deprecated
PUT;/customer/v2/customerInquiry/process/*;2;TIBCO-SOA;/SOA/Enterprise/Process/UpdateProcess/1.0;UpdateProcess/1.0;customer-customerInquiry;apigee-hybrid;private;deprecated
POST;/customer/v1/customerInquiry/process/update/*;1;TIBCO-SOA;/SOA/Enterprise/Process/UpdateProcess/1.0;UpdateProcess/1.0;customer-customerInquiry;apigee-hybrid;private;deprecated
PUT;/customer/v2/customerInquiry/process/*;2;TIBCO-SOA;/SOA/Enterprise/Process/UpdateProcess/1.0;UpdateProcess/1.0;customer-customerInquiry;apigee-hybrid;public;deprecated
POST;/customer/v1/customerInquiry/process/update/*;1;TIBCO-SOA;/SOA/Enterprise/Process/UpdateProcess/1.0;UpdateProcess/1.0;customer-customerInquiry;apigee-hybrid;public;deprecated
PUT;/customer/v3/customerInquiry/process/*;3;TIBCO-SOA;/SOA/Enterprise/Process/UpdateProcess/1.0;UpdateProcess/1.0;customer-customerInquiry;apigee-hybrid;private;deprecated
PUT;/customer/v3/customerInquiry/process/*;3;TIBCO-SOA;/SOA/Enterprise/Process/UpdateProcess/1.0;UpdateProcess/1.0;customer-customerInquiry;apigee-hybrid;public;deprecated
POST;/customer/v1/customerInquiry/search;1;TIBCO-SOA;/SOA/Enterprise/CustomerInquiry/SearchCustomerInquiry;SearchCustomerInquiry;customer-customerInquiry;apigee-hybrid;private;deprecated
POST;/customer/v1/customerInquiry/search;1;TIBCO-SOA;/SOA/Enterprise/CustomerInquiry/SearchCustomerInquiry;SearchCustomerInquiry;customer-customerInquiry;apigee-hybrid;public;deprecated
PUT;/customer/v1/customerInteraction/inquiry/*;1;TIBCO-SOA;/SONAECOM/CORP/Services/CustomerServiceModel;CustomerServiceModel;customer-customerInteraction;apigee-hybrid;public;deprecated
PUT;/customer/v1/customerInteraction/inquiry/*;1;TIBCO-SOA;/SONAECOM/CORP/Services/CustomerServiceModel;CustomerServiceModel;customer-customerInteraction;apigee-hybrid;private;deprecated
POST;/customer/v1/customerInteraction/inquiry;1;TIBCO-SOA;/SONAECOM/CORP/Services/CustomerServiceModel;CustomerServiceModel;customer-customerInteraction;apigee-hybrid;private;deprecated
POST;/customer/v1/customerInteraction/inquiry;1;TIBCO-SOA;/SONAECOM/CORP/Services/CustomerServiceModel;CustomerServiceModel;customer-customerInteraction;apigee-hybrid;public;deprecated
POST;/customer/v1/customerInteraction;1;TIBCO-SOA;//SOA/Enterprise/CommsManager/CreateCustomerInteraction;CreateCustomerInteraction;customer-customerInteraction;apigee-hybrid;private;deprecated
POST;/customer/v1/customerInteraction;1;TIBCO-SOA;//SOA/Enterprise/CommsManager/CreateCustomerInteraction;CreateCustomerInteraction;customer-customerInteraction;apigee-hybrid;public;deprecated
POST;/customer/v1/engagement/callback;1;None;None;N/A;customer-engagement;apigee-hybrid;public;available
POST;/customer/v1/engagement/callback;1;None;None;N/A;customer-engagement;apigee-hybrid;private;available
POST;/customer/v1/interaction/inquiry;1;TIBCO-SOA;/SOA/Enterprise/CustomerInquiry/CreateCustomerInquiry;CreateCustomerInquiry;customer-interaction;apigee-hybrid;public;available
POST;/customer/v1/interaction/inquiry;1;TIBCO-SOA;/SOA/Enterprise/CustomerInquiry/CreateCustomerInquiry;CreateCustomerInquiry;customer-interaction;apigee-hybrid;private;available
GET;/customer/v1/interaction/inquiry/*;1;TIBCO-SOA;/SOA/Enterprise/CustomerInquiry/GetCustomerInquiry;GetCustomerInquiry;customer-interaction;apigee-hybrid;private;deprecated
GET;/customer/v1/interaction/inquiry/*;1;TIBCO-SOA;/SOA/Enterprise/CustomerInquiry/GetCustomerInquiry;GetCustomerInquiry;customer-interaction;apigee-hybrid;public;deprecated
PUT;/customer/v1/interaction/inquiry/model/finalize;1;TIBCO-SOA;/SONAECOM/CORP/Services/CustomerServiceModel;CustomerServiceModel;customer-interaction;apigee-hybrid;public;available
PUT;/customer/v1/interaction/inquiry/model/finalize;1;TIBCO-SOA;/SONAECOM/CORP/Services/CustomerServiceModel;CustomerServiceModel;customer-interaction;apigee-hybrid;private;available
POST;/customer/v1/interaction/inquiry/model/initialize;1;TIBCO-SOA;/SONAECOM/CORP/Services/CustomerServiceModel;CustomerServiceModel;customer-interaction;apigee-hybrid;private;available
POST;/customer/v1/interaction/inquiry/model/initialize;1;TIBCO-SOA;/SONAECOM/CORP/Services/CustomerServiceModel;CustomerServiceModel;customer-interaction;apigee-hybrid;public;available
